JarID,FemEclosion,PaperCode,PaperStrt,PaperStop,Fluon,Mated,FemDead,MortDate,EggsRed,EggsWhite
51,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
52,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
53,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
54,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
55,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
56,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
57,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
58,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
59,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
60,6/25/2018,K,7/7/2018,7/8/2018,FALSE,TRUE,TRUE,,0,0
21,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
22,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
23,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
24,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,7/6/2018,0,1
25,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
26,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
27,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
28,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
29,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
30,6/18/2018,L,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
31,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
32,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
33,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
34,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
35,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
36,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
37,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
38,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
39,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
40,6/18/2018,L,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
